G,S,I,Q,Q_Baixa,Q_Media,Q_Alta
1,8096,4,0
2,8095,5,0
3,8094,4,2
4,8090,6,4
5,8083,12,5
6,8074,18,8
7,8062,27,11
8,8041,41,18
9,8027,48,25
10,8001,61,38
11,7968,77,55
12,7929,91,80
13,7889,105,106
14,7839,125,136
15,7791,143,166
16,7735,158,207
17,7665,177,258
18,7599,196,305
19,7511,238,351
20,7444,225,431
21,7368,234,498
22,7288,251,561
23,7192,253,655
24,7094,272,734
25,6988,302,810
26,6881,320,899
27,6783,323,994
28,6674,330,1096
29,6560,336,1204
30,6430,347,1323
31,6306,375,1419
32,6193,367,1540
33,6058,380,1662
34,5941,373,1786
35,5790,386,1924
36,5652,422,2026
37,5516,423,2161
38,5376,429,2295
39,5211,454,2435
40,5059,464,2577
41,4910,479,2711
42,4751,482,2867
43,4586,486,3028
44,4424,495,3181
45,4287,468,3345
46,4137,447,3516
47,3985,460,3655
48,3836,466,3798
49,3705,436,3959
50,3574,438,4088
51,3442,419,4239
52,3300,439,4361
53,3167,418,4515
54,3044,420,4636
55,2928,399,4773
56,2799,389,4912
57,2680,381,5039
58,2577,349,5174
59,2496,322,5282
60,2403,300,5397
61,2313,281,5506
62,2235,263,5602
63,2158,251,5691
64,2108,216,5776
65,2055,176,5869
66,2011,168,5921
67,1968,152,5980
68,1918,146,6036
69,1883,135,6082
70,1853,115,6132
71,1817,114,6169
72,1783,107,6210
73,1759,90,6251
74,1732,89,6279
75,1706,86,6308
76,1683,78,6339
77,1665,70,6365
78,1641,72,6387
79,1611,76,6413
80,1590,78,6432
81,1571,74,6455
82,1547,74,6479
83,1531,63,6506
84,1509,62,6529
85,1499,50,6551
86,1485,42,6573
87,1473,41,6586
88,1462,33,6605
89,1452,37,6611
90,1437,40,6623
91,1430,35,6635
92,1423,32,6645
93,1416,23,6661
94,1412,17,6671
95,1399,24,6677
96,1392,27,6681
97,1379,31,6690
98,1371,31,6698
99,1362,28,6710
100,1354,28,6718
101,1345,25,6730
102,1330,29,6741
103,1320,35,6745
104,1313,31,6756
105,1306,24,6770
106,1296,27,6777
107,1287,28,6785
108,1282,25,6793
109,1271,27,6802
110,1265,23,6812
111,1259,23,6818
112,1253,21,6826
113,1248,20,6832
114,1244,14,6842
115,1240,14,6846
116,1237,13,6850
117,1235,12,6853
118,1231,10,6859
119,1230,7,6863
120,1230,7,6863
121,1227,5,6868
122,1224,6,6870
123,1223,5,6872
124,1220,8,6872
125,1218,6,6876
126,1215,8,6877
127,1212,9,6879
128,1211,8,6881
129,1211,6,6883
130,1207,6,6887
131,1207,4,6889
132,1206,3,6891
133,1206,2,6892
134,1206,1,6893
135,1206,0,6894
