G,S,I,Q,Q_Baixa,Q_Media,Q_Alta
1,8096,4,0
2,8096,4,0
3,8093,7,0
4,8089,8,3
5,8085,11,4
6,8079,15,6
7,8072,19,9
8,8065,21,14
9,8054,27,19
10,8045,30,25
11,8035,26,39
12,8022,31,47
13,8012,34,54
14,8003,36,61
15,7984,39,77
16,7973,38,89
17,7950,52,98
18,7922,67,111
19,7893,78,129
20,7862,89,149
21,7824,99,177
22,7793,99,208
23,7770,90,240
24,7742,84,274
25,7717,83,300
26,7694,71,335
27,7681,63,356
28,7659,60,381
29,7640,51,409
30,7623,56,421
31,7598,62,440
32,7582,57,461
33,7561,61,478
34,7541,61,498
35,7516,61,523
36,7493,73,534
37,7466,81,553
38,7435,89,576
39,7400,93,607
40,7366,102,632
41,7330,102,668
42,7297,106,697
43,7271,97,732
44,7235,101,764
45,7203,97,800
46,7167,104,829
47,7132,109,859
48,7096,113,891
49,7060,116,924
50,7030,99,971
51,6988,110,1002
52,6953,107,1040
53,6921,106,1073
54,6884,110,1106
55,6848,108,1144
56,6815,105,1180
57,6783,101,1216
58,6757,90,1253
59,6734,83,1283
60,6701,82,1317
61,6670,87,1343
62,6645,92,1363
63,6610,99,1391
64,6577,97,1426
65,6546,96,1458
66,6509,106,1485
67,6468,105,1527
68,6435,101,1564
69,6397,103,1600
70,6363,104,1633
71,6327,109,1664
72,6278,124,1698
73,6248,115,1737
74,6208,118,1774
75,6159,126,1815
76,6126,125,1849
77,6087,122,1891
78,6061,105,1934
79,6035,96,1969
80,6004,94,2002
81,5973,94,2033
82,5944,90,2066
83,5906,101,2093
84,5874,104,2122
85,5846,103,2151
86,5805,101,2194
87,5772,101,2227
88,5732,116,2252
89,5686,119,2295
90,5647,121,2332
91,5608,126,2366
92,5564,130,2406
93,5529,121,2450
94,5479,129,2492
95,5433,142,2525
96,5390,135,2575
97,5350,135,2615
98,5317,113,2670
99,5285,106,2709
100,5238,119,2743
101,5192,127,2781
102,5155,126,2819
103,5128,116,2856
104,5091,108,2901
105,5048,109,2943
106,5007,120,2973
107,4976,117,3007
108,4933,118,3049
109,4897,118,3085
110,4855,118,3127
111,4813,122,3165
112,4776,120,3204
113,4738,122,3240
114,4688,135,3277
115,4643,138,3319
116,4601,141,3358
117,4555,133,3412
118,4516,133,3451
119,4478,119,3503
120,4440,122,3538
121,4399,120,3581
122,4362,123,3615
123,4322,112,3666
124,4285,119,3696
125,4249,115,3736
126,4209,118,3773
127,4170,121,3809
128,4133,114,3853
129,4093,124,3883
130,4051,122,3927
131,4011,128,3961
132,3980,119,4001
133,3943,105,4052
134,3915,102,4083
135,3884,102,4114
136,3848,100,4152
137,3811,104,4185
138,3788,98,4214
139,3752,89,4259
140,3721,92,4287
141,3694,87,4319
142,3660,96,4344
143,3622,103,4375
144,3586,111,4403
145,3561,96,4443
146,3527,94,4479
147,3493,96,4511
148,3472,86,4542
149,3437,90,4573
150,3408,88,4604
151,3382,86,4632
152,3357,89,4654
153,3339,74,4687
154,3311,70,4719
155,3282,77,4741
156,3257,79,4764
157,3231,80,4789
158,3201,86,4813
159,3178,76,4846
160,3155,77,4868
161,3130,73,4897
162,3110,72,4918
163,3090,67,4943
164,3076,60,4964
165,3068,43,4989
166,3057,36,5007
167,3044,35,5021
168,3029,40,5031
169,3011,48,5041
170,2996,49,5055
171,2982,48,5070
172,2960,59,5081
173,2947,52,5101
174,2939,46,5115
175,2915,48,5137
176,2903,45,5152
177,2894,42,5164
178,2877,48,5175
179,2861,46,5193
180,2849,45,5206
181,2836,42,5222
182,2822,40,5238
183,2808,41,5251
184,2795,43,5262
185,2780,48,5272
186,2764,49,5287
187,2751,42,5307
188,2733,49,5318
189,2716,47,5337
190,2702,50,5348
191,2683,55,5362
192,2667,52,5381
193,2654,45,5401
194,2649,36,5415
195,2639,37,5424
196,2630,26,5444
197,2618,31,5451
198,2608,29,5463
199,2595,32,5473
200,2582,33,5485
201,2567,39,5494
202,2554,43,5503
203,2546,33,5521
204,2539,25,5536
205,2531,26,5543
206,2524,21,5555
207,2522,18,5560
208,2515,16,5569
209,2509,18,5573
210,2506,17,5577
211,2503,13,5584
212,2495,17,5588
213,2491,14,5595
214,2485,17,5598
215,2482,14,5604
216,2481,9,5610
217,2481,4,5615
218,2480,4,5616
219,2480,2,5618
220,2480,0,5620
