G,S,I,Q,Q_Baixa,Q_Media,Q_Alta
1,8096,4,0
2,8096,4,0
3,8095,4,1
4,8091,7,2
5,8087,9,4
6,8080,14,6
7,8075,15,10
8,8068,17,15
9,8061,21,18
10,8046,29,25
11,8039,30,31
12,8029,31,40
13,8017,34,49
14,7998,42,60
15,7981,47,72
16,7962,49,89
17,7943,59,98
18,7918,61,121
19,7891,73,136
20,7872,69,159
21,7848,72,180
22,7818,76,206
23,7790,81,229
24,7766,86,248
25,7735,88,277
26,7709,85,306
27,7681,89,330
28,7660,75,365
29,7632,82,386
30,7612,69,419
31,7587,69,444
32,7562,76,462
33,7526,80,494
34,7494,89,517
35,7467,95,538
36,7434,100,566
37,7398,102,600
38,7368,105,627
39,7332,110,658
40,7297,111,692
41,7253,111,736
42,7215,120,765
43,7181,118,801
44,7142,114,844
45,7104,117,879
46,7066,120,914
47,7025,121,954
48,6974,135,991
49,6938,126,1036
50,6895,132,1073
51,6850,133,1117
52,6803,134,1163
53,6750,151,1199
54,6699,151,1250
55,6648,152,1300
56,6595,155,1350
57,6527,175,1398
58,6475,171,1454
59,6409,183,1508
60,6325,214,1561
61,6258,220,1622
62,6190,215,1695
63,6129,200,1771
64,6066,194,1840
65,6009,182,1909
66,5940,190,1970
67,5889,190,2021
68,5845,170,2085
69,5789,156,2155
70,5739,157,2204
71,5682,158,2260
72,5641,146,2313
73,5588,159,2353
74,5533,161,2406
75,5494,143,2463
76,5450,151,2499
77,5399,144,2557
78,5351,139,2610
79,5303,147,2650
80,5256,155,2689
81,5204,156,2740
82,5156,154,2790
83,5113,148,2839
84,5064,144,2892
85,5010,149,2941
86,4962,151,2987
87,4915,157,3028
88,4883,134,3083
89,4845,123,3132
90,4808,113,3179
91,4772,113,3215
92,4738,110,3252
93,4713,97,3290
94,4683,91,3326
95,4656,87,3357
96,4627,88,3385
97,4596,85,3419
98,4574,81,3445
99,4545,84,3471
100,4526,74,3500
101,4501,69,3530
102,4477,68,3555
103,4451,78,3571
104,4425,83,3592
105,4395,81,3624
106,4372,78,3650
107,4349,76,3675
108,4323,67,3710
109,4303,67,3730
110,4287,61,3752
111,4267,61,3772
112,4255,51,3794
113,4240,45,3815
114,4229,37,3834
115,4212,41,3847
116,4195,50,3855
117,4180,45,3875
118,4161,49,3890
119,4147,45,3908
120,4134,45,3921
121,4120,45,3935
122,4100,49,3951
123,4085,52,3963
124,4070,53,3977
125,4053,55,3992
126,4037,53,4010
127,4019,53,4028
128,3992,65,4043
129,3978,52,4070
130,3961,43,4096
131,3944,48,4108
132,3934,44,4122
133,3915,47,4138
134,3898,45,4157
135,3881,54,4165
136,3862,59,4179
137,3846,55,4199
138,3828,53,4219
139,3807,59,4234
140,3792,53,4255
141,3774,54,4272
142,3754,57,4289
143,3738,57,4305
144,3724,53,4323
145,3709,51,4340
146,3688,57,4355
147,3668,56,4376
148,3647,62,4391
149,3632,59,4409
150,3623,44,4433
151,3613,37,4450
152,3609,25,4466
153,3599,25,4476
154,3593,24,4483
155,3587,22,4491
156,3578,24,4498
157,3564,30,4506
158,3555,32,4513
159,3539,39,4522
160,3523,45,4532
161,3508,40,4552
162,3495,43,4562
163,3474,50,4576
164,3460,52,4588
165,3437,61,4602
166,3418,59,4623
167,3403,52,4645
168,3393,45,4662
169,3381,41,4678
170,3366,42,4692
171,3349,41,4710
172,3335,42,4723
173,3325,38,4737
174,3313,37,4750
175,3305,31,4764
176,3290,37,4773
177,3284,31,4785
178,3273,34,4793
179,3257,37,4806
180,3247,38,4815
181,3239,34,4827
182,3227,32,4841
183,3215,34,4851
184,3206,33,4861
185,3195,35,4870
186,3192,23,4885
187,3183,23,4894
188,3176,24,4900
189,3166,24,4910
190,3160,22,4918
191,3143,32,4925
192,3132,37,4931
193,3121,37,4942
194,3112,31,4957
195,3103,30,4967
196,3093,28,4979
197,3087,24,4989
198,3081,25,4994
199,3070,26,5004
200,3060,28,5012
201,3053,23,5024
202,3045,25,5030
203,3035,26,5039
204,3023,29,5048
205,3014,34,5052
206,3006,29,5065
207,2992,36,5072
208,2982,34,5084
209,2972,33,5095
210,2965,25,5110
211,2957,26,5117
212,2951,21,5128
213,2949,15,5136
214,2944,15,5141
215,2941,11,5148
216,2937,11,5152
217,2934,10,5156
218,2932,10,5158
219,2931,10,5159
220,2929,7,5164
221,2929,2,5169
222,2926,5,5169
223,2924,5,5171
224,2921,8,5171
225,2920,7,5173
226,2917,7,5176
227,2913,9,5178
228,2911,8,5181
229,2908,9,5183
230,2907,8,5185
231,2907,4,5189
232,2907,0,5193
